fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
31/07/2013,31/07/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",NY,New York,14623,,N/A,Postal mail,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,Pennsylvania,19015,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Experian,TX,Texas,76706,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Debt collection,Auto,Communication tactics,Frequent or repeated calls,,,Santander Consumer USA Holdings Inc,IL,Illinois,62650,Servicemember,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,BMW Financial Services,IL,Illinois,60601,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,Maryland,20878,,N/A,Referral,Closed,Yes,No
31/07/2013,31/07/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,"Southwest Credit Systems, L.P.",NY,New York,14623,,N/A,Postal mail,Closed,Yes,
30/07/2013,31/07/2013,Credit card,,Closing/Cancelling account,,,,Wells Fargo & Company,CO,Colorado,80520,,N/A,Postal mail,Closed,Yes,No
31/07/2013,05/08/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Credit Acceptance Corporation,AL,Alabama,35124,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,New Jersey,7869,,N/A,Phone,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,California,91214,Older American,N/A,Web,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MO,Missouri,65203,,N/A,Web,Closed with monetary relief,Yes,Yes
31/07/2013,02/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,New Jersey,8850,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,CA,California,92610,Older American,N/A,Web,Closed with explanation,Yes,No
31/07/2013,06/08/2013,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,Synchrony Financial,NC,North Carolina,27705,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,12/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CT,Connecticut,6016,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
31/07/2013,05/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,PNC Bank N.A.,MD,Maryland,20667,,N/A,Web,Closed with explanation,Yes,Yes
30/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Carrington Mortgage Holdings, LLC.",CA,California,90808,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,California,95678,,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Credit card,,Billing disputes,,,,Citibank,PA,Pennsylvania,19002,,N/A,Postal mail,Closed with monetary relief,Yes,No
31/07/2013,31/07/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,Georgia,31024,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,BB&T Financial,FL,Florida,33060,,N/A,Referral,Closed with monetary relief,Yes,No
30/07/2013,01/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,KS,Kansas,66062,,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,01/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",GA,Georgia,30566,,N/A,Web,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,TX,Texas,75025,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,12/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",FL,Florida,32404,Servicemember,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,16/08/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"Platinum Holdings Group, LLC",CA,California,92504,,N/A,Web,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,MI,Michigan,48240,,N/A,Phone,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Credit card,,Payoff process,,,,Citibank,ME,Maine,4005,,N/A,Phone,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,Maryland,21843,Older American,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,31/07/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CO,Colorado,80917,,N/A,Web,Closed with non-monetary relief,Yes,No
31/07/2013,05/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,33146,,N/A,Referral,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",FL,Florida,33146,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,Florida,33146,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Credit card,,Billing disputes,,,,Discover,HI,Hawaii,96813,,N/A,Referral,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,33993,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,01/08/2013,Debt collection,Mortgage,Cont''d attempts collect debt not owed,Debt was discharged in bankruptcy,,,Bank of America,NV,Nevada,89014,Older American,N/A,Phone,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Credit card,,Billing disputes,,,,Amex,NJ,New Jersey,7506,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MA,Massachusetts,2119,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,Georgia,30349,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,California,91364,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Embrace Home Loans Inc,NC,North Carolina,27407,,N/A,Referral,Closed with explanation,No,
31/07/2013,05/08/2013,Mortgage,Other mortgage,Other,,,,Bank of America,CO,Colorado,80126,,N/A,Referral,Closed with non-monetary relief,Yes,Yes
31/07/2013,02/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,,,,,N/A,Referral,Closed,Yes,Yes
31/07/2013,02/08/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Nationstar Mortgage,MD,Maryland,20607,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,31/07/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",CO,Colorado,80917,,N/A,Web,Closed with non-monetary relief,Yes,No
30/07/2013,06/08/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,TX,Texas,76107,,N/A,Web,Closed with non-monetary relief,Yes,No
31/07/2013,05/08/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,NJ,New Jersey,7005,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Credit card,,APR or interest rate,,,,Discover,MI,Michigan,48141,,N/A,Web,Closed with monetary relief,Yes,No
31/07/2013,31/07/2013,Credit card,,Late fee,,,,JPMorgan Chase & Co.,IL,Illinois,60201,,N/A,Web,Closed with monetary relief,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Third Federal Savings & Loan,OH,Ohio,43220,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,34120,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,01/08/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"PayPal Holdings, Inc.",FL,Florida,32351,"Older American, Servicemember",N/A,Phone,Closed with monetary relief,Yes,No
30/07/2013,30/07/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",OR,Oregon,97209,Older American,N/A,Web,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,New York,11234,,N/A,Referral,Closed with explanation,Yes,No
31/07/2013,05/08/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Wells Fargo & Company,CA,California,90404,,N/A,Referral,Closed with monetary relief,Yes,No
30/07/2013,31/07/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",WA,Washington,98444,,N/A,Phone,Closed with explanation,Yes,No
31/07/2013,05/08/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BBVA Compass,AZ,Arizona,85143,,N/A,Web,Closed with explanation,Yes,Yes
31/07/2013,31/07/2013,Credit card,,Advertising and marketing,,,,Amex,WI,Wisconsin,53937,Older American,N/A,Web,Closed with monetary relief,Yes,No
31/07/2013,09/09/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,GA,Georgia,30035,,N/A,Web,Closed with non-monetary relief,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,Florida,32746,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NV,Nevada,89122,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,31/07/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,ID,Idaho,83639,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,31/07/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,WA,Washington,98391,,N/A,Web,Closed with non-monetary relief,Yes,No
30/07/2013,02/08/2013,Credit card,,Advertising and marketing,,,,First National Bank of Omaha,VT,Vermont,5069,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,GA,Georgia,31904,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NJ,New Jersey,8618,,N/A,Phone,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,Maryland,20880,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,NV,Nevada,89135,,N/A,Web,Closed with explanation,Yes,Yes
30/07/2013,30/07/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,RI,Rhode Island,2861,,N/A,Web,Closed with monetary relief,Yes,No
30/07/2013,02/08/2013,Credit card,,Application processing delay,,,,JPMorgan Chase & Co.,PR,Puerto Rico,984,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,Maryland,20601,,N/A,Phone,Closed with explanation,Yes,Yes
31/07/2013,31/07/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",GA,Georgia,30043,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,06/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was paid,,,Resurgent Capital Services L.P.,TX,Texas,79403,Servicemember,N/A,Phone,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,U.S. Bancorp,OR,Oregon,97124,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,NY,New York,10038,,N/A,Web,Closed with explanation,Yes,Yes
30/07/2013,31/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,California,92881,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",CA,California,95692,,N/A,Web,Closed with monetary relief,Yes,No
30/07/2013,07/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,TCF National Bank,IL,Illinois,60620,Older American,N/A,Referral,Closed with monetary relief,Yes,No
31/07/2013,05/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NM,New Mexico,87110,Servicemember,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,VA,Virginia,22203,Older American,N/A,Fax,Closed with explanation,Yes,No
31/07/2013,05/08/2013,Credit card,,Other,,,,Amex,CA,California,95129,,N/A,Postal mail,Closed with explanation,Yes,Yes
30/07/2013,06/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NY,New York,12859,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Credit card,,Payoff process,,,,Citibank,MA,Massachusetts,2132,,N/A,Web,Closed with explanation,Yes,Yes
31/07/2013,02/08/2013,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,"SunTrust Banks, Inc.",GA,Georgia,30312,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,30/07/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Bank of America,MI,Michigan,49423,,N/A,Web,Closed with non-monetary relief,Yes,No
31/07/2013,02/08/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,UMB Bank,KS,Kansas,66002,,N/A,Referral,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,Ditech Financial LLC,GA,Georgia,31805,,N/A,Phone,Closed with explanation,Yes,No
31/07/2013,06/08/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,"Capio Partners, LLC",CA,California,91307,"Older American, Servicemember",N/A,Web,Closed with non-monetary relief,Yes,Yes
30/07/2013,31/07/2013,Credit card,,Billing disputes,,,,Fifth Third Financial Corporation,MI,Michigan,48429,,N/A,Referral,Closed with monetary relief,Yes,No
31/07/2013,31/07/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",MD,Maryland,21403,,N/A,Web,Closed with explanation,Yes,No
30/07/2013,31/07/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,NY,New York,11694,,N/A,Web,Closed with monetary relief,Yes,No
30/07/2013,31/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,NV,Nevada,89423,,N/A,Referral,Closed with explanation,Yes,Yes
30/07/2013,31/07/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Synchrony Financial,CA,California,92677,,N/A,Referral,Closed with explanation,Yes,Yes
22/07/2013,25/07/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,American Southwest Mortgage Corporation,TX,Texas,76116,Servicemember,N/A,Web,Closed,Yes,Yes
30/07/2013,31/07/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Navy FCU,CA,California,92065,,N/A,Referral,Closed with monetary relief,Yes,No
31/07/2013,02/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,Missouri,65202,,N/A,Web,Closed with explanation,Yes,Yes
22/07/2013,25/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OH,Ohio,45242,,N/A,Web,Closed with explanation,Yes,No
31/07/2013,05/08/2013,Mortgage,Other mortgage,Other,,,,HSBC North America Holdings Inc.,IL,Illinois,60409,,N/A,Postal mail,Closed with explanation,Yes,No
31/07/2013,02/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,TN,Tennessee,38134,,N/A,Referral,Closed with monetary relief,Yes,No
31/07/2013,06/08/2013,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,,,JPMorgan Chase & Co.,GA,Georgia,30296,,N/A,Phone,Closed with explanation,Yes,No
