fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
27/07/2013,31/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,33981,Older American,N/A,Web,Closed with non-monetary relief,Yes,No
22/08/2013,22/08/2013,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,"Mid Continent Credit Services, Inc",IL,Illinois,60142,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,29/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,AL,Alabama,35244,,N/A,Web,Closed,Yes,Yes
15/08/2013,21/08/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,EverBank,CA,California,92336,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,26/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TCF National Bank,MN,Minnesota,55016,,N/A,Web,Closed with monetary relief,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,SC,South Carolina,29334,Older American,N/A,Phone,Closed with explanation,Yes,No
09/08/2013,09/08/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,The Western Union Company,FL,Florida,32935,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,01/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,Georgia,30213,Older American,N/A,Web,Closed with non-monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,New Jersey,8046,,N/A,Referral,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,Florida,34683,,N/A,Referral,Closed with explanation,Yes,No
27/07/2013,01/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,CA,California,95961,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,Maryland,20774,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,30/07/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,New Jersey,7111,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,26/08/2013,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,,,American Advisors Group,MD,Maryland,21093,,N/A,Referral,Closed with explanation,No,No
02/08/2013,05/08/2013,Credit card,,Balance transfer,,,,Amex,MN,Minnesota,56628,,N/A,Referral,Closed with monetary relief,Yes,Yes
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MI,Michigan,48382,,N/A,Fax,Closed with explanation,Yes,No
02/08/2013,02/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,FL,Florida,32966,,N/A,Referral,Closed,Yes,No
22/08/2013,22/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,DC,District of Columbia,20004,Servicemember,N/A,Web,Closed with explanation,Yes,No
27/07/2013,27/07/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,RI,Rhode Island,2806,Older American,N/A,Web,Closed with explanation,Yes,Yes
27/07/2013,27/07/2013,Credit card,,Billing disputes,,,,Discover,DE,Delaware,19805,,N/A,Web,Closed with explanation,Yes,Yes
15/08/2013,16/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",GA,Georgia,31763,Servicemember,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,29/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,Florida,33024,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,13/08/2013,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,,,"Expert Global Solutions, Inc.",KY,Kentucky,42071,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,01/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Southwest Recovery Services, Inc.",TX,Texas,77338,,N/A,Web,Closed with non-monetary relief,No,No
22/08/2013,22/08/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,MD,Maryland,20723,,N/A,Web,Closed with non-monetary relief,Yes,Yes
02/08/2013,08/08/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Capital One,CA,California,96130,,N/A,Phone,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,LoanDepot,DC,District of Columbia,20003,,N/A,Web,Closed with explanation,Yes,Yes
27/07/2013,30/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,TX,Texas,77346,,N/A,Web,Closed with explanation,Yes,Yes
27/07/2013,31/07/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NY,New York,12122,,N/A,Web,Closed with explanation,Yes,Yes
22/08/2013,23/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",PA,Pennsylvania,17404,,N/A,Referral,Closed with explanation,Yes,No
22/08/2013,27/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,IA,Iowa,52728,,N/A,Referral,Closed with explanation,Yes,Yes
27/07/2013,31/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,NY,New York,11709,"Older American, Servicemember",N/A,Web,Closed with explanation,Yes,No
02/08/2013,07/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NJ,New Jersey,7305,,N/A,Phone,Closed with explanation,Yes,No
02/08/2013,06/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NC,North Carolina,28761,,N/A,Referral,Closed with explanation,Yes,Yes
15/08/2013,19/08/2013,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,,,Citibank,NY,New York,10465,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,Georgia,30329,,N/A,Phone,Closed with explanation,Yes,No
22/08/2013,26/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NJ,New Jersey,8830,,N/A,Referral,Closed with explanation,Yes,Yes
02/08/2013,06/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,LA,Louisiana,70003,,N/A,Referral,Closed with explanation,Yes,No
27/07/2013,27/07/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TN,Tennessee,37921,,N/A,Web,Closed with non-monetary relief,Yes,No
27/07/2013,30/07/2013,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,,,Discover,MN,Minnesota,56401,,N/A,Web,Closed with non-monetary relief,Yes,No
27/07/2013,27/07/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",IN,Indiana,46268,,N/A,Web,Closed with explanation,Yes,No
27/07/2013,01/08/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",IN,Indiana,46268,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,07/08/2013,Credit card,,Late fee,,,,Citibank,OK,Oklahoma,73112,Older American,N/A,Phone,Closed with monetary relief,Yes,No
05/08/2013,05/08/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,IN,Indiana,46928,,N/A,Web,Closed with non-monetary relief,Yes,No
22/08/2013,23/08/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,WV,West Virginia,25413,Servicemember,N/A,Web,Closed with explanation,Yes,No
15/08/2013,19/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,Alorica Inc.,AZ,Arizona,85014,Older American,N/A,Postal mail,Closed with explanation,Yes,Yes
27/07/2013,30/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NV,Nevada,89135,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",VA,Virginia,23231,,N/A,Referral,Closed with non-monetary relief,Yes,No
23/08/2013,23/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",MO,Missouri,63017,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,29/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,MD,Maryland,20708,,N/A,Web,Closed with monetary relief,Yes,No
27/07/2013,01/08/2013,Debt collection,Auto,Cont''d attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",FL,Florida,34950,,N/A,Web,Closed,Yes,No
27/07/2013,27/07/2013,Credit card,,Billing disputes,,,,Synchrony Financial,CA,California,95655,Older American,N/A,Web,Closed with monetary relief,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,Pennsylvania,17603,,N/A,Phone,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,GA,Georgia,30248,,N/A,Web,Closed with explanation,Yes,Yes
28/07/2013,30/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,IL,Illinois,60164,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MI,Michigan,48070,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,NY,New York,10989,,N/A,Web,Closed with non-monetary relief,Yes,No
09/08/2013,13/08/2013,Debt collection,Non-federal student loan,Communication tactics,Called outside of 8am-9pm,,,"Navient Solutions, Inc.",CA,California,95065,,N/A,Phone,Closed with non-monetary relief,Yes,No
23/08/2013,23/08/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,CO,Colorado,81230,,N/A,Web,Closed with monetary relief,Yes,No
23/08/2013,26/08/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Experian,NY,New York,10462,,N/A,Web,Closed with explanation,Yes,No
28/07/2013,27/07/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Citibank,MA,Massachusetts,1085,Older American,N/A,Web,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,AR,Arkansas,72761,,N/A,Web,Closed with explanation,Yes,Yes
15/08/2013,19/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,GA,Georgia,30038,,N/A,Fax,Closed with explanation,Yes,Yes
05/08/2013,08/08/2013,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,BBVA Compass,TX,Texas,76054,,N/A,Postal mail,Closed with non-monetary relief,Yes,Yes
28/07/2013,29/07/2013,Credit card,,Rewards,,,,Citibank,NC,North Carolina,28277,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,23/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,Missouri,64093,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NJ,New Jersey,7936,,N/A,Phone,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NC,North Carolina,27705,,N/A,Phone,Closed with explanation,Yes,No
15/08/2013,15/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,TX,Texas,76248,,N/A,Web,Closed with explanation,Yes,Yes
05/08/2013,05/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt was paid,,,"Accord Creditor Services, LLC",FL,Florida,33176,Older American,N/A,Web,Closed with explanation,Yes,No
02/08/2013,06/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IL,Illinois,60523,Older American,N/A,Web,Closed with explanation,Yes,No
28/07/2013,31/07/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,NY,New York,12460,,N/A,Web,Closed with explanation,Yes,No
28/07/2013,29/07/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"National Enterprise Systems, Inc.",UT,Utah,84116,,N/A,Web,Closed with non-monetary relief,Yes,No
02/08/2013,07/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,SC,South Carolina,29681,,N/A,Referral,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,NJ,New Jersey,7728,,N/A,Referral,Closed with explanation,Yes,Yes
22/08/2013,05/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MO,Missouri,63107,,N/A,Referral,Closed with explanation,Yes,No
28/07/2013,31/07/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",CA,California,95824,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,22/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was discharged in bankruptcy,,,"Capital Management Services, LP",GA,Georgia,30294,,N/A,Web,Closed,Yes,No
23/08/2013,23/08/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,IL,Illinois,61008,,N/A,Web,Closed with non-monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,California,95615,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,09/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,Encore Capital Group,CA,California,94102,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,26/08/2013,Credit card,,Rewards,,,,Capital One,CA,California,92081,,N/A,Referral,Closed with monetary relief,Yes,No
28/07/2013,31/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,California,94561,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,23/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Wells Fargo & Company,NJ,New Jersey,7950,,N/A,Web,Closed with explanation,Yes,No
28/07/2013,30/07/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MA,Massachusetts,1834,,N/A,Web,Closed with explanation,Yes,Yes
02/08/2013,05/08/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Santander Consumer USA Holdings Inc,MS,Mississippi,38751,,N/A,Web,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Credit card,,Billing disputes,,,,Capital One,MD,Maryland,21282,,N/A,Referral,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,Florida,33409,,N/A,Referral,Closed with explanation,Yes,No
05/08/2013,07/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",GA,Georgia,30022,,N/A,Web,Closed with monetary relief,Yes,No
09/08/2013,23/10/2013,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,,,"Platinum Holdings Group, LLC",TX,Texas,78413,,N/A,Phone,Closed with explanation,No,
22/08/2013,23/08/2013,Credit card,,Late fee,,,,"Citizens Financial Group, Inc.",CA,California,91342,,N/A,Referral,Closed with monetary relief,Yes,No
22/08/2013,26/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,AZ,Arizona,85255,,N/A,Referral,Closed with explanation,Yes,No
28/07/2013,02/08/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,TX,Texas,75068,,N/A,Web,Closed with non-monetary relief,Yes,No
28/07/2013,28/07/2013,Credit reporting,,Credit reporting company''s investigation,Investigation took too long,,,Equifax,AZ,Arizona,85008,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,26/08/2013,Credit card,,Balance transfer,,,,Bank of America,OR,Oregon,97080,,N/A,Referral,Closed with explanation,Yes,Yes
22/08/2013,26/08/2013,Mortgage,Other mortgage,Settlement process and costs,,,,USAA Savings,NV,Nevada,89135,,N/A,Referral,Closed with monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,OH,Ohio,43701,,N/A,Phone,Closed with explanation,Yes,No
28/07/2013,23/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,"Dynamic Recovery Solutions, LLC",TX,Texas,78225,,N/A,Web,Closed with explanation,Yes,Yes
28/07/2013,28/07/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,Amex,TX,Texas,78225,,N/A,Web,Closed with explanation,Yes,Yes
28/07/2013,28/07/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",TX,Texas,78225,,N/A,Web,Closed with non-monetary relief,Yes,No
23/08/2013,26/08/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Regions Financial Corporation,FL,Florida,32506,,N/A,Referral,Closed,Yes,No
15/08/2013,16/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,Minnesota,55441,,N/A,Referral,Closed with explanation,Yes,No
02/08/2013,06/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,Minnesota,55433,,N/A,Web,Closed with non-monetary relief,Yes,No
15/08/2013,16/08/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,CA,California,94541,,N/A,Referral,Closed with explanation,Yes,No
28/07/2013,28/07/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MD,Maryland,20841,,N/A,Web,Closed with non-monetary relief,Yes,Yes
22/08/2013,23/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,California,92131,,N/A,Web,Closed with explanation,Yes,Yes
02/08/2013,06/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,MI,Michigan,49445,Servicemember,N/A,Web,Closed with explanation,Yes,No
15/08/2013,19/08/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of the West,CA,California,94602,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,21/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,CA,California,92653,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,19/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,Texas,75024,,N/A,Referral,Closed with monetary relief,Yes,No
15/08/2013,21/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Carrington Mortgage Holdings, LLC.",MN,Minnesota,55443,,N/A,Referral,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,RI,Rhode Island,2919,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Debt collection,Medical,Cont''d attempts collect debt not owed,Debt is not mine,,,"Associated Credit Services, Inc.",PA,Pennsylvania,15216,Older American,N/A,Phone,Closed with non-monetary relief,Yes,No
02/08/2013,07/08/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of America,NH,New Hampshire,3842,Older American,N/A,Phone,Closed with explanation,Yes,Yes
15/08/2013,26/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,New Jersey,7208,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,19/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,California,93721,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,95129,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Credit card,,Billing disputes,,,,Wells Fargo & Company,FL,Florida,33558,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,19/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,CA,California,93035,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TX,Texas,75034,,N/A,Web,Closed with explanation,Yes,No
28/07/2013,28/07/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,PA,Pennsylvania,17043,,N/A,Web,Closed with explanation,Yes,No
02/08/2013,05/08/2013,Credit card,,Advertising and marketing,,,,Citibank,IN,Indiana,46360,,N/A,Postal mail,Closed with explanation,Yes,No
15/08/2013,21/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CT,Connecticut,6890,,N/A,Referral,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Mortgage,Other mortgage,Other,,,,Bank of America,CA,California,92840,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",SC,South Carolina,29487,,N/A,Phone,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Banco Popular de Puerto Rico,PR,Puerto Rico,926,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,,,Allied Interstate LLC,NY,New York,11221,Older American,N/A,Referral,Closed with non-monetary relief,Yes,No
22/08/2013,01/10/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",GA,Georgia,30311,,N/A,Phone,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,CIT Bank National Association,NY,New York,11236,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Pleasant Valley Home Mortgage Corporation,CT,Connecticut,6089,,N/A,Web,Closed with explanation,No,
05/08/2013,07/08/2013,Credit card,,Billing statement,,,,Synchrony Financial,MO,Missouri,64759,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,14/08/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase & Co.,CA,California,94103,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,23/08/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,IA,Iowa,51104,,N/A,Web,Closed with monetary relief,Yes,Yes
15/08/2013,20/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Discover,MD,Maryland,20722,,N/A,Web,Closed with non-monetary relief,Yes,No
23/08/2013,23/08/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,TD Bank US Holding Company,VA,Virginia,22302,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,Florida,33316,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,Georgia,30016,Older American,N/A,Web,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Yale Mortgage Corporation,FL,Florida,33167,,N/A,Postal mail,Closed with explanation,Yes,No
29/07/2013,31/07/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,Hyundai Capital America,PA,Pennsylvania,18102,,N/A,Web,Closed,Yes,No
05/08/2013,07/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,GA,Georgia,30252,,N/A,Phone,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,California,95116,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,MI,Michigan,48066,Older American,N/A,Phone,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Mortgage,Other mortgage,Other,,,,Wells Fargo & Company,CA,California,90660,,N/A,Referral,Closed with explanation,Yes,No
23/08/2013,26/08/2013,Credit card,,Delinquent account,,,,JPMorgan Chase & Co.,NC,North Carolina,27874,Older American,N/A,Phone,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TN,Tennessee,37919,,N/A,Phone,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,California,91001,,N/A,Phone,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,NJ,New Jersey,7090,,N/A,Web,Closed with non-monetary relief,Yes,No
15/08/2013,20/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,California,91306,,N/A,Web,Closed with explanation,Yes,No
29/07/2013,08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,MO,Missouri,63033,,N/A,Referral,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,NY,New York,11742,,N/A,Web,Closed with explanation,Yes,No
02/08/2013,08/08/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Expert Global Solutions, Inc.",MD,Maryland,21222,,N/A,Phone,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,ME,Maine,4402,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,09/08/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,NJ,New Jersey,7111,,N/A,Web,Closed with explanation,Yes,No
